drugbank_id,drugbank_name,umls_cui_from_meddra,side_effect_name
DB00654,Latanoprost,C0235270,Keratopathy
DB00654,Latanoprost,C0152227,Lacrimation increased
DB00654,Latanoprost,C0549452,Localised skin reaction
DB00654,Latanoprost,C0271051,Macular oedema
DB00654,Latanoprost,C0025061,Mediastinal disorder
DB00654,Latanoprost,C0035305,Retinal detachment
DB00654,Latanoprost,C0205204,Scab
DB00654,Latanoprost,C0423602,Sensation of foreign body
DB00654,Latanoprost,C0677500,Stinging
DB00654,Latanoprost,C0042029,Urinary tract infection
DB00654,Latanoprost,C0344232,Vision blurred
DB00654,Latanoprost,C0042909,Vitreous haemorrhage
DB01097,Leflunomide,C0702166,Acne
DB01097,Leflunomide,C0001175,Acquired immunodeficiency syndrome
DB01097,Leflunomide,C1963951,Acute overdose
DB01097,Leflunomide,C0001364,Acute yellow liver atrophy
DB01097,Leflunomide,C0001824,Agranulocytosis
DB01097,Leflunomide,C0001925,Albuminuria
DB01097,Leflunomide,C0002170,Alopecia
DB01097,Leflunomide,C0002418,Amblyopia
DB01097,Leflunomide,C0002871,Anaemia
DB01097,Leflunomide,C0340865,Anaphylactoid reaction
DB01097,Leflunomide,C0002994,Angioedema
DB01097,Leflunomide,C0038363,Aphthous stomatitis
DB01097,Leflunomide,C1971624,Appetite absent
DB01097,Leflunomide,C0003811,Arrhythmia
DB01097,Leflunomide,C0022408,Arthropathy
DB01097,Leflunomide,C0004096,Asthma
DB01097,Leflunomide,C0232849,Bladder pain
DB01097,Leflunomide,C0018939,Blood disorder
DB01097,Leflunomide,C0151825,Bone pain
DB01097,Leflunomide,C0006145,Breast disorder
DB01097,Leflunomide,C0006277,Bronchitis
DB01097,Leflunomide,C0006444,Bursitis
DB01097,Leflunomide,C0006840,Candida infection
DB01097,Leflunomide,C0018799,Cardiac disorder
DB01097,Leflunomide,C0085593,Chills
DB01097,Leflunomide,C0008350,Cholelithiasis
DB01097,Leflunomide,C0008370,Cholestasis
DB01097,Leflunomide,C0009763,Conjunctivitis
DB01097,Leflunomide,C0009782,Connective tissue disorder
DB01097,Leflunomide,C0026821,Cramp muscle
DB01097,Leflunomide,C0024137,Cutaneous lupus erythematosus
DB01097,Leflunomide,C0010709,Cyst
DB01097,Leflunomide,C0424605,Developmental delay
DB01097,Leflunomide,C0011849,Diabetes mellitus
DB01097,Leflunomide,C0232459,Digestion impaired
DB01097,Leflunomide,C0013146,Drug abuse
DB01097,Leflunomide,C0013491,Ecchymosis
DB01097,Leflunomide,C0013595,Eczema
DB01097,Leflunomide,C0014130,Endocrine disorder
DB01097,Leflunomide,C0014457,Eosinophilia
DB01097,Leflunomide,C0014591,Epistaxis
DB01097,Leflunomide,C0014742,Erythema multiforme
DB01097,Leflunomide,C0015397,Eye disorder
DB01097,Leflunomide,C0016204,Flatulence
DB01097,Leflunomide,C0239571,Foetor hepaticus
DB01097,Leflunomide,C0011630,Fungal skin infection
DB01097,Leflunomide,C0017152,Gastritis
DB01097,Leflunomide,C0017574,Gingivitis
DB01097,Leflunomide,C0018944,Haematoma
DB01097,Leflunomide,C0018965,Haematuria
DB01097,Leflunomide,C0518015,Haemoglobin
DB01097,Leflunomide,C0474378,Hair colour changes
DB01097,Leflunomide,C0151689,Hair discoloration
DB01097,Leflunomide,C0235996,Hepatic enzyme increased
DB01097,Leflunomide,C0019158,Hepatitis
DB01097,Leflunomide,C0151763,Hepatocellular injury
DB01097,Leflunomide,C0235378,Hepatotoxicity
DB01097,Leflunomide,C0019270,Hernia
DB01097,Leflunomide,C0020456,Hyperglycaemia
DB01097,Leflunomide,C0020473,Hyperlipidaemia
DB01097,Leflunomide,C0020546,Hypertensive crisis
DB01097,Leflunomide,C0085682,Hypophosphataemia
DB01097,Leflunomide,C2047937,Ill-defined disorder
DB01097,Leflunomide,C0021053,Immune system disorder
DB01097,Leflunomide,C0851341,Infestation NOS
DB01097,Leflunomide,C0021368,Inflammation
DB01097,Leflunomide,C0206061,Interstitial pneumonia
DB01097,Leflunomide,C0162316,Iron deficiency anaemia
DB01097,Leflunomide,C0023530,Leukopenia
DB01097,Leflunomide,C0023895,Liver disorder
DB01097,Leflunomide,C0160390,Liver injury
DB01097,Leflunomide,C0497156,Lymphadenopathy
DB01097,Leflunomide,C0231218,Malaise
DB01097,Leflunomide,C0020540,Malignant hypertension
DB01097,Leflunomide,C0162429,Malnutrition
DB01097,Leflunomide,C0025061,Mediastinal disorder
DB01097,Leflunomide,C0004936,Mental disorder
DB01097,Leflunomide,C0149931,Migraine
DB01097,Leflunomide,C0027339,Nail disorder
DB01097,Leflunomide,C0007859,Neck pain
DB01097,Leflunomide,C0027651,Neoplasm
DB01097,Leflunomide,C0027813,Neuritis
DB01097,Leflunomide,C0031117,Neuropathy peripheral
DB01097,Leflunomide,C0085649,Oedema peripheral
DB01097,Leflunomide,C0014868,Oesophagitis
DB01097,Leflunomide,C0029118,Opportunistic infection
DB01097,Leflunomide,C0006849,Oral candidiasis
DB01097,Leflunomide,C2363730,Oropharyngeal discomfort
DB01097,Leflunomide,C0029445,Osteonecrosis
DB01097,Leflunomide,C0029944,Overdose
DB01097,Leflunomide,C0030232,Pallor
DB01097,Leflunomide,C0030252,Palpitations
DB01097,Leflunomide,C0030305,Pancreatitis
DB01097,Leflunomide,C0030312,Pancytopenia
DB01097,Leflunomide,C0030794,Pelvic pain
DB01097,Leflunomide,C0042023,Pollakiuria
DB01097,Leflunomide,C0033575,Prostatic disorder
DB01097,Leflunomide,C0423791,Rash maculo-papular
DB01097,Leflunomide,C0035078,Renal failure
DB01097,Leflunomide,C0035243,Respiratory tract infection
DB01097,Leflunomide,C0243026,Sepsis
DB01097,Leflunomide,C0037199,Sinusitis
DB01097,Leflunomide,C0281981,Skin mass
DB01097,Leflunomide,C0037287,Skin nodule
DB01097,Leflunomide,C0037299,Skin ulcer
DB01097,Leflunomide,C0038325,Stevens-Johnson syndrome
DB01097,Leflunomide,C0038362,Stomatitis
DB01097,Leflunomide,C0151811,Subcutaneous nodule
DB01097,Leflunomide,C0700590,Sweating increased
DB01097,Leflunomide,C0039103,Synovitis
DB01097,Leflunomide,C0242429,Throat sore
DB01097,Leflunomide,C0040435,Tooth disorder
DB01097,Leflunomide,C0041296,Tuberculosis
DB01097,Leflunomide,C0041582,Ulcer
DB01097,Leflunomide,C0041969,Urethral disorder
DB01097,Leflunomide,C0042075,Urinary tract disorder
DB01097,Leflunomide,C0042029,Urinary tract infection
DB01097,Leflunomide,C0006852,Vaginal moniliasis
DB01097,Leflunomide,C0042345,Varicose vein
DB01097,Leflunomide,C0042384,Vasculitis
DB01097,Leflunomide,C1318520,Vasculitis necrotising
DB01097,Leflunomide,C0042401,Vasodilation
DB01097,Leflunomide,C0042571,Vertigo
DB01097,Leflunomide,C0344232,Vision blurred
DB01097,Leflunomide,C0700345,Vulvovaginal candidiasis
DB01097,Leflunomide,C0043096,Weight decreased
DB00480,Lenalidomide,C0232492,Abdominal pain upper
DB00480,Lenalidomide,C0232498,Abdominal tenderness
DB00480,Lenalidomide,C0234458,Abnormal dreams
DB00480,Lenalidomide,C0948089,Acute coronary syndrome
DB00480,Lenalidomide,C0162557,Acute hepatic failure
DB00480,Lenalidomide,C0023467,Acute myeloid leukaemia
DB00480,Lenalidomide,C0233472,Affect lability
DB00480,Lenalidomide,C0001824,Agranulocytosis
DB00480,Lenalidomide,C0002170,Alopecia
DB00480,Lenalidomide,C0150450,Altered state of consciousness
DB00480,Lenalidomide,C0002390,Alveolitis allergic
DB00480,Lenalidomide,C0002453,Amenorrhoea
DB00480,Lenalidomide,C0002871,Anaemia
DB00480,Lenalidomide,C0002994,Angioedema
DB00480,Lenalidomide,C0042373,Angiopathy
DB00480,Lenalidomide,C0003537,Aphasia
DB00480,Lenalidomide,C0038363,Aphthous stomatitis
DB00480,Lenalidomide,C0003811,Arrhythmia
DB00480,Lenalidomide,C0428974,Arrhythmia supraventricular
DB00480,Lenalidomide,C0235889,Arthritis aggravated
DB00480,Lenalidomide,C0151904,Aspartate aminotransferase increased
DB00480,Lenalidomide,C0004096,Asthma
DB00480,Lenalidomide,C0004134,Ataxia
DB00480,Lenalidomide,C0004238,Atrial fibrillation
DB00480,Lenalidomide,C0004239,Atrial flutter
DB00480,Lenalidomide,C0007117,Basal cell carcinoma
DB00480,Lenalidomide,C0232849,Bladder pain
DB00480,Lenalidomide,C0456909,Blindness
DB00480,Lenalidomide,C0311468,Blood bilirubin increased
DB00480,Lenalidomide,C0151825,Bone pain
DB00480,Lenalidomide,C0426649,Bowel spasm
DB00480,Lenalidomide,C0428977,Bradycardia
DB00480,Lenalidomide,C0006145,Breast disorder
DB00480,Lenalidomide,C0085129,Bronchial hyperreactivity
DB00480,Lenalidomide,C0006277,Bronchitis
DB00480,Lenalidomide,C0740304,COPD exacerbation
DB00480,Lenalidomide,C0267537,Caecitis
DB00480,Lenalidomide,C1456865,Calculus ureteric
DB00480,Lenalidomide,C0006840,Candida infection
DB00480,Lenalidomide,C0018799,Cardiac disorder
DB00480,Lenalidomide,C0018801,Cardiac failure
DB00480,Lenalidomide,C0018802,Cardiac failure congestive
DB00480,Lenalidomide,C0036980,Cardiogenic shock
DB00480,Lenalidomide,C0878544,Cardiomyopathy
DB00480,Lenalidomide,C0007642,Cellulitis
DB00480,Lenalidomide,C1096243,Central line infection
DB00480,Lenalidomide,C0007785,Cerebral infarction
DB00480,Lenalidomide,C0038454,Cerebrovascular accident
DB00480,Lenalidomide,C0085593,Chills
DB00480,Lenalidomide,C0008325,Cholecystitis
DB00480,Lenalidomide,C0008370,Cholestasis
DB00480,Lenalidomide,C0162529,Colitis ischaemic
DB00480,Lenalidomide,C0009376,Colonic polyp
DB00480,Lenalidomide,C0009763,Conjunctivitis
DB00480,Lenalidomide,C0009782,Connective tissue disorder
DB00480,Lenalidomide,C0026821,Cramp muscle
DB00480,Lenalidomide,C0010709,Cyst
DB00480,Lenalidomide,C0011127,Decubitus ulcer
DB00480,Lenalidomide,C0149871,Deep vein thrombosis
DB00480,Lenalidomide,C0011175,Dehydration
DB00480,Lenalidomide,C0549249,Depressed level of consciousness
DB00480,Lenalidomide,C0424605,Developmental delay
DB00480,Lenalidomide,C0011849,Diabetes mellitus
DB00480,Lenalidomide,C0012569,Diplopia
DB00480,Lenalidomide,C0242656,Disease progression
DB00480,Lenalidomide,C0012813,Diverticulitis
DB00480,Lenalidomide,C0314719,Dry eye
DB00480,Lenalidomide,C0235234,Dry throat
DB00480,Lenalidomide,C1527344,Dysphonia
DB00480,Lenalidomide,C0853326,Dyspnoea exacerbated
DB00480,Lenalidomide,C0948296,Ear discomfort
DB00480,Lenalidomide,C0699744,Ear infection
DB00480,Lenalidomide,C0013456,Ear pain
DB00480,Lenalidomide,C0013491,Ecchymosis
DB00480,Lenalidomide,C0013595,Eczema
DB00480,Lenalidomide,C0013922,Embolism
DB00480,Lenalidomide,C0014130,Endocrine disorder
DB00480,Lenalidomide,C0014591,Epistaxis
DB00480,Lenalidomide,C0041834,Erythema
DB00480,Lenalidomide,C0014742,Erythema multiforme
DB00480,Lenalidomide,C0015256,Excoriation
DB00480,Lenalidomide,C0423006,Eye discharge
DB00480,Lenalidomide,C0015397,Eye disorder
DB00480,Lenalidomide,C0235266,Eye irritation
DB00480,Lenalidomide,C0022281,Eye pruritus
DB00480,Lenalidomide,C0162285,Eyelid oedema
DB00480,Lenalidomide,C0542571,Face oedema
DB00480,Lenalidomide,C0341702,Fanconi syndrome acquired
DB00480,Lenalidomide,C0746883,Febrile neutropenia
DB00480,Lenalidomide,C0015802,Femur fracture
DB00480,Lenalidomide,C0016204,Flatulence
DB00480,Lenalidomide,C0239571,Foetor hepaticus
DB00480,Lenalidomide,C0085082,Fungaemia
DB00480,Lenalidomide,C0026946,Fungal infection
DB00480,Lenalidomide,C0017152,Gastritis
DB00480,Lenalidomide,C0017181,Gastrointestinal haemorrhage
DB00480,Lenalidomide,C2697368,Gastrointestinal tract irritation
DB00480,Lenalidomide,C0018099,Gout
DB00480,Lenalidomide,C0018418,Gynaecomastia
DB00480,Lenalidomide,C0018944,Haematoma
DB00480,Lenalidomide,C0018965,Haematuria
DB00480,Lenalidomide,C0518015,Haemoglobin
DB00480,Lenalidomide,C0162119,Haemoglobin decreased
DB00480,Lenalidomide,C0151699,Haemorrhage intracranial
DB00480,Lenalidomide,C0019087,Haemorrhagic disorder
DB00480,Lenalidomide,C0019112,Haemorrhoids
DB00480,Lenalidomide,C0018524,Hallucination
DB00480,Lenalidomide,C0019158,Hepatitis
DB00480,Lenalidomide,C0149904,Hepatitis cholestatic
DB00480,Lenalidomide,C0151763,Hepatocellular injury
DB00480,Lenalidomide,C0235378,Hepatotoxicity
DB00480,Lenalidomide,C0019372,Herpes virus infection
DB00480,Lenalidomide,C0019557,Hip fracture
DB00480,Lenalidomide,C0019572,Hirsutism
DB00480,Lenalidomide,C0019825,Hoarseness
DB00480,Lenalidomide,C0020456,Hyperglycaemia
DB00480,Lenalidomide,C0020488,Hypernatraemia
DB00480,Lenalidomide,C0740394,Hyperuricaemia
DB00480,Lenalidomide,C0020580,Hypoaesthesia
DB00480,Lenalidomide,C0020615,Hypoglycaemia
DB00480,Lenalidomide,C0151723,Hypomagnesaemia
DB00480,Lenalidomide,C0085682,Hypophosphataemia
DB00480,Lenalidomide,C0242184,Hypoxia
DB00480,Lenalidomide,C2047937,Ill-defined disorder
DB00480,Lenalidomide,C0021053,Immune system disorder
DB00480,Lenalidomide,C0021167,Incontinence
DB00480,Lenalidomide,C0851341,Infestation NOS
DB00480,Lenalidomide,C0021368,Inflammation
DB00480,Lenalidomide,C0019294,Inguinal hernia
DB00480,Lenalidomide,C0521508,Injection site bruising
DB00480,Lenalidomide,C0151698,Injection site haemorrhage
DB00480,Lenalidomide,C0206061,Interstitial pneumonia
DB00480,Lenalidomide,C0162298,Joint stiffness
DB00480,Lenalidomide,C0949059,Large intestine polyp
DB00480,Lenalidomide,C2973529,Leukocytoclastic vasculitis
DB00480,Lenalidomide,C0023530,Leukopenia
DB00480,Lenalidomide,C0743668,Limb injury
DB00480,Lenalidomide,C0555724,Lip dry
DB00480,Lenalidomide,C0023895,Liver disorder
DB00480,Lenalidomide,C0041657,Loss of consciousness
DB00480,Lenalidomide,C2981158,Loss of libido
DB00480,Lenalidomide,C0497156,Lymphadenopathy
DB00480,Lenalidomide,C0024312,Lymphopenia
DB00480,Lenalidomide,C0024437,Macular degeneration
DB00480,Lenalidomide,C0231218,Malaise
DB00480,Lenalidomide,C0162429,Malnutrition
DB00480,Lenalidomide,C0025061,Mediastinal disorder
DB00480,Lenalidomide,C0004936,Mental disorder
DB00480,Lenalidomide,C0856054,Mental status changes
DB00480,Lenalidomide,C0025874,Metrorrhagia
DB00480,Lenalidomide,C0149931,Migraine
DB00480,Lenalidomide,C0085633,Mood swings
DB00480,Lenalidomide,C0854113,Mucosal dryness
DB00480,Lenalidomide,C0026766,Multi-organ failure
DB00480,Lenalidomide,C0026858,Musculoskeletal pain
DB00480,Lenalidomide,C0948525,Musculoskeletal stiffness
DB00480,Lenalidomide,C0026986,Myelodysplastic syndrome
DB00480,Lenalidomide,C0151744,Myocardial ischaemia
DB00480,Lenalidomide,C0027424,Nasal congestion
DB00480,Lenalidomide,C0027441,Nasopharyngitis
DB00480,Lenalidomide,C0007859,Neck pain
DB00480,Lenalidomide,C0027651,Neoplasm
DB00480,Lenalidomide,C0027813,Neuritis
DB00480,Lenalidomide,C0031117,Neuropathy peripheral
DB00480,Lenalidomide,C0028259,Nodule
DB00480,Lenalidomide,C0028840,Ocular hypertension
DB00480,Lenalidomide,C0085649,Oedema peripheral
DB00480,Lenalidomide,C0029118,Opportunistic infection
DB00480,Lenalidomide,C0006849,Oral candidiasis
DB00480,Lenalidomide,C0555971,Oral infection
DB00480,Lenalidomide,C0029453,Osteopenia
DB00480,Lenalidomide,C0030196,Pain in extremity
DB00480,Lenalidomide,C0030252,Palpitations
DB00480,Lenalidomide,C0030305,Pancreatitis
DB00480,Lenalidomide,C0030312,Pancytopenia
DB00480,Lenalidomide,C0030794,Pelvic pain
DB00480,Lenalidomide,C0235490,Peripheral ischaemia
DB00480,Lenalidomide,C0235025,Peripheral motor neuropathy
DB00480,Lenalidomide,C0151313,Peripheral sensory neuropathy
DB00480,Lenalidomide,C0877232,Peripheral swelling
DB00480,Lenalidomide,C0031256,Petechiae
DB00480,Lenalidomide,C0042023,Pollakiuria
DB00480,Lenalidomide,C0475858,Pruritus generalised
DB00480,Lenalidomide,C0033817,Pseudomonas infection
DB00480,Lenalidomide,C0034063,Pulmonary oedema
DB00480,Lenalidomide,C0034642,Rales
DB00480,Lenalidomide,C0221201,Rash macular
DB00480,Lenalidomide,C0267596,Rectal haemorrhage
DB00480,Lenalidomide,C2004489,Regurgitation
DB00480,Lenalidomide,C0035078,Renal failure
DB00480,Lenalidomide,C1720775,Renal tubular necrosis
DB00480,Lenalidomide,C0035243,Respiratory tract infection
DB00480,Lenalidomide,C0035410,Rhabdomyolysis
DB00480,Lenalidomide,C1260880,Rhinorrhoea
DB00480,Lenalidomide,C0035522,Rib fracture
DB00480,Lenalidomide,C0424790,Rigors
DB00480,Lenalidomide,C0036396,Sciatica
DB00480,Lenalidomide,C0243026,Sepsis
DB00480,Lenalidomide,C0152029,Sinus congestion
DB00480,Lenalidomide,C0037199,Sinusitis
DB00480,Lenalidomide,C0221245,Skin fissures
DB00480,Lenalidomide,C0037822,Speech disorder
DB00480,Lenalidomide,C0037926,Spinal cord compression
DB00480,Lenalidomide,C0037998,Splenic infarction
DB00480,Lenalidomide,C0553723,Squamous cell carcinoma of skin
DB00480,Lenalidomide,C0038160,Staphylococcal infection
DB00480,Lenalidomide,C0038325,Stevens-Johnson syndrome
DB00480,Lenalidomide,C0038362,Stomatitis
DB00480,Lenalidomide,C0038525,Subarachnoid haemorrhage
DB00480,Lenalidomide,C0039240,Supraventricular tachycardia
DB00480,Lenalidomide,C0038990,Sweating
DB00480,Lenalidomide,C0700590,Sweating increased
DB00480,Lenalidomide,C0151602,Swelling face
DB00480,Lenalidomide,C0042420,Syncope vasovagal
DB00480,Lenalidomide,C0233494,Tension
DB00480,Lenalidomide,C0232910,Teratogenicity
DB00480,Lenalidomide,C0040046,Thrombophlebitis
DB00480,Lenalidomide,C1510431,Thrombophlebitis superficial
DB00480,Lenalidomide,C0040053,Thrombosis
DB00480,Lenalidomide,C0040128,Thyroid disorder
DB00480,Lenalidomide,C0040460,Toothache
DB00480,Lenalidomide,C0274435,Transfusion reaction
DB00480,Lenalidomide,C0007787,Transient ischaemic attack
DB00480,Lenalidomide,C0040822,Tremor
DB00480,Lenalidomide,C1141949,Troponin I increased
DB00480,Lenalidomide,C0041909,Upper gastrointestinal haemorrhage
DB00480,Lenalidomide,C0235309,Upset stomach
DB00480,Lenalidomide,C0041969,Urethral disorder
DB00480,Lenalidomide,C0042024,Urinary incontinence
DB00480,Lenalidomide,C0080274,Urinary retention
DB00480,Lenalidomide,C0042075,Urinary tract disorder
DB00480,Lenalidomide,C0042029,Urinary tract infection
DB00480,Lenalidomide,C0042345,Varicose vein
DB00480,Lenalidomide,C1861172,Venous thromboembolism
DB00480,Lenalidomide,C0242973,Ventricular dysfunction
DB00480,Lenalidomide,C0151636,Ventricular extrasystoles
DB00480,Lenalidomide,C0042571,Vertigo
DB00480,Lenalidomide,C0042749,Viraemia
DB00480,Lenalidomide,C0344232,Vision blurred
DB00480,Lenalidomide,C0547030,Visual disturbance
DB00480,Lenalidomide,C0043096,Weight decreased
DB00480,Lenalidomide,C0043144,Wheezing
DB01006,Letrozole,C0948089,Acute coronary syndrome
DB01006,Letrozole,C0002170,Alopecia
DB01006,Letrozole,C0002994,Angioedema
DB01006,Letrozole,C0042373,Angiopathy
DB01006,Letrozole,C0338908,Anxiety depression
DB01006,Letrozole,C0005940,Bone disorder
DB01006,Letrozole,C0151825,Bone pain
DB01006,Letrozole,C0006145,Breast disorder
DB01006,Letrozole,C0596240,Cancer pain
DB01006,Letrozole,C0018799,Cardiac disorder
DB01006,Letrozole,C0018801,Cardiac failure
DB01006,Letrozole,C0007286,Carpal tunnel syndrome
DB01006,Letrozole,C0007785,Cerebral infarction
DB01006,Letrozole,C0038454,Cerebrovascular accident
DB01006,Letrozole,C0008035,Chest wall pain
DB01006,Letrozole,C0009782,Connective tissue disorder
DB01006,Letrozole,C1956346,Coronary artery disease
DB01006,Letrozole,C0010068,Coronary heart disease
DB01006,Letrozole,C0010709,Cyst
DB01006,Letrozole,C0392699,Dysaesthesia
DB01006,Letrozole,C0013922,Embolism
DB01006,Letrozole,C0476089,Endometrial cancer
DB01006,Letrozole,C0014173,Endometrial hyperplasia
DB01006,Letrozole,C0014742,Erythema multiforme
DB01006,Letrozole,C0015397,Eye disorder
DB01006,Letrozole,C0235266,Eye irritation
DB01006,Letrozole,C0016658,Fracture
DB01006,Letrozole,C0518015,Haemoglobin
DB01006,Letrozole,C0553692,Haemorrhagic stroke
DB01006,Letrozole,C0018989,Hemiparesis
DB01006,Letrozole,C0019158,Hepatitis
DB01006,Letrozole,C0600142,Hot flush
DB01006,Letrozole,C0020437,Hypercalcaemia
DB01006,Letrozole,C0020580,Hypoaesthesia
DB01006,Letrozole,C2047937,Ill-defined disorder
DB01006,Letrozole,C0232461,Increased appetite
DB01006,Letrozole,C0851341,Infestation NOS
DB01006,Letrozole,C0022107,Irritability
DB01006,Letrozole,C0235886,Leg edema
DB01006,Letrozole,C0023222,Leg pain
DB01006,Letrozole,C0023530,Leukopenia
DB01006,Letrozole,C0220870,Lightheadedness
DB01006,Letrozole,C0024236,Lymphoedema
DB01006,Letrozole,C0231218,Malaise
DB01006,Letrozole,C0162429,Malnutrition
DB01006,Letrozole,C0025061,Mediastinal disorder
DB01006,Letrozole,C0233794,Memory impairment
DB01006,Letrozole,C0236075,Menopausal symptoms
DB01006,Letrozole,C0004936,Mental disorder
DB01006,Letrozole,C0854113,Mucosal dryness
DB01006,Letrozole,C0026857,Musculoskeletal disorder
DB01006,Letrozole,C0026858,Musculoskeletal pain
DB01006,Letrozole,C0151744,Myocardial ischaemia
DB01006,Letrozole,C0027651,Neoplasm
DB01006,Letrozole,C0085649,Oedema peripheral
DB01006,Letrozole,C0029453,Osteopenia
DB01006,Letrozole,C0030196,Pain in extremity
DB01006,Letrozole,C0030252,Palpitations
DB01006,Letrozole,C0031542,Phlebitis
DB01006,Letrozole,C0042023,Pollakiuria
DB01006,Letrozole,C0155773,Portal vein thrombosis
DB01006,Letrozole,C0423791,Rash maculo-papular
DB01006,Letrozole,C0221203,Rash vesicular
DB01006,Letrozole,C0038362,Stomatitis
DB01006,Letrozole,C0038990,Sweating
DB01006,Letrozole,C0700590,Sweating increased
DB01006,Letrozole,C0233494,Tension
DB01006,Letrozole,C0040038,Thromboembolism
DB01006,Letrozole,C0040046,Thrombophlebitis
DB01006,Letrozole,C0007787,Transient ischaemic attack
DB01006,Letrozole,C0854069,Tumour pain
DB01006,Letrozole,C0041969,Urethral disorder
DB01006,Letrozole,C0042075,Urinary tract disorder
DB01006,Letrozole,C0042029,Urinary tract infection
DB01006,Letrozole,C0241633,Vaginal dryness
DB01006,Letrozole,C0042487,Venous thrombosis
DB01006,Letrozole,C0042571,Vertigo
DB01006,Letrozole,C0344232,Vision blurred
DB01006,Letrozole,C0043096,Weight decreased
DB00650,Leucovorin,C0232492,Abdominal pain upper
DB00650,Leucovorin,C0232498,Abdominal tenderness
DB00650,Leucovorin,C2609414,Acute kidney injury
DB00650,Leucovorin,C0002170,Alopecia
DB00650,Leucovorin,C0340865,Anaphylactoid reaction
DB00650,Leucovorin,C0267537,Caecitis
DB00650,Leucovorin,C0085593,Chills
DB00650,Leucovorin,C0242656,Disease progression
DB00650,Leucovorin,C0041834,Erythema
DB00650,Leucovorin,C0015376,Extravasation
DB00650,Leucovorin,C0746883,Febrile neutropenia
DB00650,Leucovorin,C2047937,Ill-defined disorder
DB00650,Leucovorin,C0151746,Kidney function abnormal
DB00650,Leucovorin,C0023530,Leukopenia
DB00650,Leucovorin,C0041657,Loss of consciousness
DB00650,Leucovorin,C0231218,Malaise
DB00650,Leucovorin,C0031117,Neuropathy peripheral
DB00650,Leucovorin,C0424790,Rigors
DB00650,Leucovorin,C1325847,Sensitisation
DB00650,Leucovorin,C0038362,Stomatitis
DB00650,Leucovorin,C0043144,Wheezing
DB01202,Levetiracetam,C0232492,Abdominal pain upper
DB01202,Levetiracetam,C0233472,Affect lability
DB01202,Levetiracetam,C0001824,Agranulocytosis
DB01202,Levetiracetam,C0001925,Albuminuria
DB01202,Levetiracetam,C0002170,Alopecia
DB01202,Levetiracetam,C0002418,Amblyopia
DB01202,Levetiracetam,C0233523,Antisocial behaviour
DB01202,Levetiracetam,C0003431,Antisocial personality disorder
DB01202,Levetiracetam,C0085632,Apathy
DB01202,Levetiracetam,C0233528,Asocial behaviour
DB01202,Levetiracetam,C0004096,Asthma
DB01202,Levetiracetam,C0004134,Ataxia
DB01202,Levetiracetam,C0575090,Balance disorder
DB01202,Levetiracetam,C0018939,Blood disorder
DB01202,Levetiracetam,C0006277,Bronchitis
DB01202,Levetiracetam,C0085583,Choreoathetosis
DB01202,Levetiracetam,C0009443,Common cold
DB01202,Levetiracetam,C0009763,Conjunctivitis
DB01202,Levetiracetam,C0009782,Connective tissue disorder
DB01202,Levetiracetam,C0520966,Coordination abnormal
DB01202,Levetiracetam,C0011175,Dehydration
DB01202,Levetiracetam,C0344315,Depressed mood
DB01202,Levetiracetam,C0012569,Diplopia
DB01202,Levetiracetam,C0013146,Drug abuse
DB01202,Levetiracetam,C0687133,Drug interaction
DB01202,Levetiracetam,C0013390,Dysmenorrhoea
DB01202,Levetiracetam,C0013456,Ear pain
DB01202,Levetiracetam,C0013491,Ecchymosis
DB01202,Levetiracetam,C0013595,Eczema
DB01202,Levetiracetam,C0014457,Eosinophilia
DB01202,Levetiracetam,C0014591,Epistaxis
DB01202,Levetiracetam,C0014742,Erythema multiforme
DB01202,Levetiracetam,C0235146,Euphoric mood
DB01202,Levetiracetam,C0015397,Eye disorder
DB01202,Levetiracetam,C0542571,Face oedema
DB01202,Levetiracetam,C0233471,Flat affect
DB01202,Levetiracetam,C0239571,Foetor hepaticus
DB01202,Levetiracetam,C0026946,Fungal infection
DB01202,Levetiracetam,C0017574,Gingivitis
DB01202,Levetiracetam,C0018524,Hallucination
DB01202,Levetiracetam,C0018674,Head injury
DB01202,Levetiracetam,C0019158,Hepatitis
DB01202,Levetiracetam,C0151763,Hepatocellular injury
DB01202,Levetiracetam,C0020039,Hostility
DB01202,Levetiracetam,C0424295,Hyperkinesia
DB01202,Levetiracetam,C0151889,Hyperreflexia
DB01202,Levetiracetam,C0021053,Immune system disorder
DB01202,Levetiracetam,C0851341,Infestation NOS
DB01202,Levetiracetam,C0022107,Irritability
DB01202,Levetiracetam,C0549373,Laryngeal pain
DB01202,Levetiracetam,C0023530,Leukopenia
DB01202,Levetiracetam,C0023895,Liver disorder
DB01202,Levetiracetam,C0149725,Lower respiratory tract infection
DB01202,Levetiracetam,C0162429,Malnutrition
DB01202,Levetiracetam,C0025061,Mediastinal disorder
DB01202,Levetiracetam,C0233794,Memory impairment
DB01202,Levetiracetam,C0004936,Mental disorder
DB01202,Levetiracetam,C0085633,Mood swings
DB01202,Levetiracetam,C0027424,Nasal congestion
DB01202,Levetiracetam,C0027441,Nasopharyngitis
DB01202,Levetiracetam,C0007859,Neck pain
DB01202,Levetiracetam,C2363730,Oropharyngeal discomfort
DB01202,Levetiracetam,C0029882,Otitis media
DB01202,Levetiracetam,C0030305,Pancreatitis
DB01202,Levetiracetam,C0030312,Pancytopenia
DB01202,Levetiracetam,C0086769,Panic attack
